order_id,gmv,profit,quantity,category,sub_category,cost,total_gmv,total_cost,total_profit,order_date,customer_name,city,country,region,segment,ship_date,ship_mode,lon,lat
BN-2011-5132700,242,102,2,Furniture,Bookcases,140,484,140,204,2011-10-03,Walter Aguilar,Novara,Italy,South,Consumer,2011-10-09,Economy,8.6221612,45.44693
AZ-2012-5204554,26,10,3,Office Supplies,Fasteners,16,78,16,30,2012-01-02,Lilian Macredie,Givors,France,Central,Corporate,2012-01-06,Economy,4.772829,45.58329
AZ-2013-8568485,45,5,3,Office Supplies,Binders,40,135,40,15,2013-08-02,Imogen Symon,Montbrison,France,Central,Consumer,2013-08-06,Economy,4.063338,45.60745
AZ-2013-4378960,19,4,1,Office Supplies,Art,15,19,15,4,2013-02-11,Nathan Iqbal,Villach,Austria,Central,Consumer,2013-02-16,Economy,13.85062,46.60856
AZ-2014-3332040,228,36,5,Office Supplies,Art,192,1140,192,180,2014-11-12,Lola Hughes,Villach,Austria,Central,Consumer,2014-11-16,Economy,13.85062,46.60856
AZ-2014-3332040,36,7,2,Office Supplies,Paper,29,72,29,14,2014-11-12,Lola Hughes,Villach,Austria,Central,Consumer,2014-11-16,Economy,13.85062,46.60856
AZ-2014-3332040,3221,1127,7,Furniture,Chairs,2094,22547,2094,7889,2014-11-12,Lola Hughes,Villach,Austria,Central,Consumer,2014-11-16,Economy,13.85062,46.60856
AZ-2014-3332040,1846,794,7,Technology,Copiers,1052,12922,1052,5558,2014-11-12,Lola Hughes,Villach,Austria,Central,Consumer,2014-11-16,Economy,13.85062,46.60856
AZ-2014-3332040,1655,197,9,Office Supplies,Storage,1181,14895,1458,1773,2014-11-12,Lola Hughes,Villach,Austria,Central,Consumer,2014-11-16,Economy,13.85062,46.60856
AZ-2014-3332040,19,1,1,Office Supplies,Supplies,18,19,18,1,2014-11-12,Lola Hughes,Villach,Austria,Central,Consumer,2014-11-16,Economy,13.85062,46.60856
AZ-2014-3332040,298,40,10,Office Supplies,Envelopes,153,2980,258,400,2014-11-12,Lola Hughes,Villach,Austria,Central,Consumer,2014-11-16,Economy,13.85062,46.60856
AZ-2014-3332040,79,39,4,Office Supplies,Fasteners,40,316,40,156,2014-11-12,Lola Hughes,Villach,Austria,Central,Consumer,2014-11-16,Economy,13.85062,46.60856
AZ-2011-3976238,1622,534,3,Technology,Phones,1088,4866,1088,1602,2011-07-27,Ashton Foley,Bressuire,France,Central,Consumer,2011-07-31,Economy,-0.492866,46.84246
AZ-2011-8945919,994,199,7,Technology,Phones,795,6958,795,1393,2011-07-06,Daryl Claypool,Bressuire,France,Central,Corporate,2011-07-13,Economy,-0.492866,46.84246
AZ-2013-6636163,41,11,7,Office Supplies,Binders,30,287,30,77,2013-04-15,Jessica Paramor,Bressuire,France,Central,Corporate,2013-04-20,Economy,-0.492866,46.84246
AZ-2013-6636163,286,64,2,Technology,Copiers,222,572,222,128,2013-04-15,Jessica Paramor,Bressuire,France,Central,Corporate,2013-04-20,Economy,-0.492866,46.84246
AZ-2011-8945919,175,54,4,Furniture,Furnishings,121,700,121,216,2011-07-06,Daryl Claypool,Bressuire,France,Central,Corporate,2011-07-13,Economy,-0.492866,46.84246
AZ-2014-8168742,1622,95,5,Technology,Copiers,1527,8110,1527,475,2014-01-10,Imogen Steele,Les Herbiers,France,Central,Corporate,2014-01-14,Economy,-1.013388,46.86919
AZ-2011-8122214,35,14,3,Office Supplies,Fasteners,21,105,21,42,2011-02-18,Ronald Everson,Beaune,France,Central,Corporate,2011-02-24,Economy,4.840004,47.02603
AZ-2014-6197467,119,56,7,Office Supplies,Storage,63,833,63,392,2014-01-26,Tristan Glassey,Salzburg,Austria,Central,Consumer,2014-01-31,Economy,13.05501,47.80949
AZ-2014-6634288,145,0,3,Office Supplies,Storage,145,435,145,0,2014-02-26,Mason Adams,Salzburg,Austria,Central,Consumer,2014-03-03,Economy,13.05501,47.80949
AZ-2014-7114093,29,10,3,Office Supplies,Labels,19,87,19,30,2014-06-16,David Chadwick,Salzburg,Austria,Central,Corporate,2014-06-23,Economy,13.05501,47.80949
AZ-2013-1150864,437,183,6,Technology,Accessories,254,2622,254,1098,2013-12-11,Kristina Moore,Salzburg,Austria,Central,Corporate,2013-12-15,Economy,13.05501,47.80949
AZ-2013-7283471,107,9,2,Office Supplies,Art,98,214,98,18,2013-04-02,Ali Mander-Jones,Salzburg,Austria,Central,Home Office,2013-04-07,Economy,13.05501,47.80949
AZ-2013-7980610,520,203,3,Technology,Phones,317,1560,317,609,2013-01-18,Brodie Hart,Salzburg,Austria,Central,Home Office,2013-01-22,Economy,13.05501,47.80949
AZ-2014-1826212,212,81,4,Furniture,Furnishings,131,848,131,324,2014-01-29,Katie Evenden,Wels,Austria,Central,Corporate,2014-02-03,Economy,14.03664,48.16542
AZ-2013-156529,303,33,6,Office Supplies,Binders,270,1818,270,198,2013-11-30,Angelina Beeton,Linz,Austria,Central,Consumer,2013-12-04,Economy,14.28583,48.30694
AZ-2013-156529,1829,567,9,Office Supplies,Storage,1262,16461,1262,5103,2013-11-30,Angelina Beeton,Linz,Austria,Central,Consumer,2013-12-04,Economy,14.28583,48.30694
AZ-2013-156529,215,52,5,Office Supplies,Supplies,163,1075,163,260,2013-11-30,Angelina Beeton,Linz,Austria,Central,Consumer,2013-12-04,Economy,14.28583,48.30694
AZ-2011-800016,1057,412,2,Office Supplies,Appliances,645,2114,645,824,2011-07-09,Denise Harris,Linz,Austria,Central,Consumer,2011-07-13,Economy,14.28583,48.30694
AZ-2011-800016,103,30,2,Furniture,Furnishings,73,206,73,60,2011-07-09,Denise Harris,Linz,Austria,Central,Consumer,2011-07-13,Economy,14.28583,48.30694
AZ-2012-9024029,27,1,1,Office Supplies,Art,26,27,26,1,2012-01-28,Imogen Steele,Linz,Austria,Central,Corporate,2012-02-02,Economy,14.28583,48.30694
AZ-2014-8955026,108,37,2,Office Supplies,Art,71,216,71,74,2014-09-02,Chelsea Parkinson,Linz,Austria,Central,Corporate,2014-09-07,Economy,14.28583,48.30694
AZ-2014-9018441,7,1,1,Office Supplies,Binders,6,7,6,1,2014-12-26,Kaitlyn Dorsch,Linz,Austria,Central,Corporate,2014-12-30,Economy,14.28583,48.30694
AZ-2014-8955026,37,3,3,Office Supplies,Binders,34,111,34,9,2014-09-02,Chelsea Parkinson,Linz,Austria,Central,Corporate,2014-09-07,Economy,14.28583,48.30694
AZ-2013-6657478,438,66,3,Furniture,Bookcases,372,1314,372,198,2013-10-04,Eden Gooseberry,Linz,Austria,Central,Corporate,2013-10-08,Economy,14.28583,48.30694
AZ-2013-8073030,45,8,5,Office Supplies,Binders,37,225,37,40,2013-02-05,Edward Davidson,Linz,Austria,Central,Home Office,2013-02-09,Economy,14.28583,48.30694
AZ-2013-8017533,469,182,4,Technology,Phones,287,1876,287,728,2013-11-19,Ethan Williams,Saint-Brieuc,France,Central,Corporate,2013-11-26,Economy,-2.765835,48.51418
AZ-2013-8017533,198,41,7,Office Supplies,Binders,157,1386,157,287,2013-11-19,Ethan Williams,Saint-Brieuc,France,Central,Corporate,2013-11-26,Economy,-2.765835,48.51418
AZ-2013-1917714,24,8,1,Office Supplies,Storage,16,24,16,8,2013-11-24,Rachel Tyler,Illkirch-Graffenstaden,France,Central,Corporate,2013-11-28,Economy,7.711011,48.52854
AZ-2012-6233786,536,44,5,Technology,Phones,492,2680,492,220,2012-07-20,Jade Farmer,Savigny-le-Temple,France,Central,Consumer,2012-07-26,Economy,2.580987,48.59586
AZ-2012-6233786,680,80,3,Technology,Machines,600,2040,600,240,2012-07-20,Jade Farmer,Savigny-le-Temple,France,Central,Consumer,2012-07-26,Economy,2.580987,48.59586
AZ-2012-6233786,82,27,3,Office Supplies,Envelopes,55,246,55,81,2012-07-20,Jade Farmer,Savigny-le-Temple,France,Central,Consumer,2012-07-26,Economy,2.580987,48.59586
AZ-2012-1904492,11,2,1,Office Supplies,Fasteners,9,11,9,2,2012-04-06,Michelle Barrett,Saint-Michel-sur-Orge,France,Central,Consumer,2012-04-10,Economy,2.312884,48.63264
AZ-2013-8622120,470,73,9,Furniture,Chairs,397,4230,397,657,2013-12-10,Rachel Morton,Saint-Michel-sur-Orge,France,Central,Corporate,2013-12-15,Economy,2.312884,48.63264
AZ-2013-8622120,21,4,2,Office Supplies,Labels,17,42,17,8,2013-12-10,Rachel Morton,Saint-Michel-sur-Orge,France,Central,Corporate,2013-12-15,Economy,2.312884,48.63264
AZ-2013-8622120,43,9,3,Office Supplies,Fasteners,34,129,34,27,2013-12-10,Rachel Morton,Saint-Michel-sur-Orge,France,Central,Corporate,2013-12-15,Economy,2.312884,48.63264
AZ-2011-7677596,117,15,7,Office Supplies,Fasteners,102,819,102,105,2011-03-08,Nicole Nash,Baden-Baden,Germany,Central,Consumer,2011-03-13,Economy,8.2285242,48.76564
AZ-2013-8607757,26,11,2,Office Supplies,Binders,15,52,15,22,2013-08-31,Eden Gooseberry,Viroflay,France,Central,Corporate,2013-09-07,Economy,2.173231,48.79966
AZ-2011-8519360,101,46,4,Furniture,Furnishings,55,404,55,184,2011-10-22,Taj Knetes,Alfortville,France,Central,Consumer,2011-10-26,Economy,2.422317,48.80093
AZ-2013-6313494,175,14,6,Office Supplies,Art,84,1050,161,84,2013-11-01,James Casados,Les Pavillons-sous-Bois,France,Central,Consumer,2013-11-07,Economy,2.504403,48.90852
AZ-2012-8434539,254,20,6,Furniture,Chairs,234,1524,234,120,2012-08-23,Jay Johnson,Livry-Gargan,France,Central,Consumer,2012-08-27,Economy,2.536118,48.91923
AZ-2013-8629529,130,52,3,Office Supplies,Storage,78,390,78,156,2013-01-02,Nate Dacey,Livry-Gargan,France,Central,Consumer,2013-01-08,Economy,2.536118,48.91923
AZ-2014-2533893,154,3,4,Office Supplies,Appliances,151,616,151,12,2014-06-14,Isabella Fowler,Livry-Gargan,France,Central,Consumer,2014-06-19,Economy,2.536118,48.91923
AZ-2013-1179827,17,7,1,Office Supplies,Storage,10,17,10,7,2013-08-15,Angus De Groot,Livry-Gargan,France,Central,Corporate,2013-08-20,Economy,2.536118,48.91923
AZ-2013-1179827,229,51,3,Office Supplies,Appliances,178,687,178,153,2013-08-15,Angus De Groot,Livry-Gargan,France,Central,Corporate,2013-08-20,Economy,2.536118,48.91923
AZ-2013-2275252,57,6,4,Office Supplies,Art,51,228,51,24,2013-02-23,Herbert Harrell,Livry-Gargan,France,Central,Home Office,2013-02-28,Economy,2.536118,48.91923
AZ-2012-9295804,57,27,2,Office Supplies,Paper,30,114,30,54,2012-11-30,Archie Whittaker,Livry-Gargan,France,Central,Home Office,2012-12-05,Economy,2.536118,48.91923
AZ-2012-9295804,54,12,6,Office Supplies,Binders,42,324,42,72,2012-11-30,Archie Whittaker,Livry-Gargan,France,Central,Home Office,2012-12-05,Economy,2.536118,48.91923
AZ-2012-9295804,350,105,2,Furniture,Bookcases,245,700,245,210,2012-11-30,Archie Whittaker,Livry-Gargan,France,Central,Home Office,2012-12-05,Economy,2.536118,48.91923
AZ-2013-2134224,124,8,7,Office Supplies,Storage,116,868,116,56,2013-06-12,Michael Kim,Sevran,France,Central,Consumer,2013-06-16,Economy,2.538716,48.93897
AZ-2013-2134224,152,47,1,Furniture,Bookcases,105,152,105,47,2013-06-12,Michael Kim,Sevran,France,Central,Consumer,2013-06-16,Economy,2.538716,48.93897
AZ-2011-6561347,117,6,4,Office Supplies,Art,111,468,111,24,2011-12-10,Harry Josephson,Ludwigshafen am Rhein,Germany,Central,Consumer,2011-12-14,Economy,8.44518,49.47741
AZ-2013-2690702,232,60,5,Office Supplies,Art,172,1160,172,300,2013-09-03,Gabriel Sanders,Ludwigshafen am Rhein,Germany,Central,Consumer,2013-09-08,Economy,8.44518,49.47741
AZ-2013-8493783,255,74,5,Office Supplies,Binders,181,1275,181,370,2013-07-01,Maya Pamphlett,Ludwigshafen am Rhein,Germany,Central,Consumer,2013-07-07,Economy,8.44518,49.47741
AZ-2013-8493783,964,231,5,Technology,Copiers,733,4820,733,1155,2013-07-01,Maya Pamphlett,Ludwigshafen am Rhein,Germany,Central,Consumer,2013-07-07,Economy,8.44518,49.47741
AZ-2011-7543304,57,25,3,Office Supplies,Art,19,171,32,75,2011-06-22,Lane Taylor,Ludwigshafen am Rhein,Germany,Central,Corporate,2011-06-26,Economy,8.44518,49.47741
AZ-2011-7159051,129,20,9,Office Supplies,Art,70,1161,109,180,2011-09-19,Daryl Claypool,Ludwigshafen am Rhein,Germany,Central,Corporate,2011-09-24,Economy,8.44518,49.47741
AZ-2011-7543304,469,146,7,Furniture,Chairs,323,3283,323,1022,2011-06-22,Lane Taylor,Ludwigshafen am Rhein,Germany,Central,Corporate,2011-06-26,Economy,8.44518,49.47741
AZ-2011-7543304,354,141,4,Technology,Phones,213,1416,213,564,2011-06-22,Lane Taylor,Ludwigshafen am Rhein,Germany,Central,Corporate,2011-06-26,Economy,8.44518,49.47741
AZ-2011-7159051,44,1,1,Office Supplies,Storage,43,44,43,1,2011-09-19,Daryl Claypool,Ludwigshafen am Rhein,Germany,Central,Corporate,2011-09-24,Economy,8.44518,49.47741
AZ-2011-7543304,359,123,7,Office Supplies,Storage,236,2513,236,861,2011-06-22,Lane Taylor,Ludwigshafen am Rhein,Germany,Central,Corporate,2011-06-26,Economy,8.44518,49.47741
AZ-2011-7543304,754,142,6,Furniture,Bookcases,136,4524,612,852,2011-06-22,Lane Taylor,Ludwigshafen am Rhein,Germany,Central,Corporate,2011-06-26,Economy,8.44518,49.47741
AZ-2011-7543304,229,51,3,Office Supplies,Appliances,178,687,178,153,2011-06-22,Lane Taylor,Ludwigshafen am Rhein,Germany,Central,Corporate,2011-06-26,Economy,8.44518,49.47741
AZ-2013-8213331,108,54,4,Office Supplies,Art,54,432,54,216,2013-11-06,Alice Currie,Le Havre,France,Central,Consumer,2013-11-10,Economy,0.107929,49.49437
AZ-2014-2853843,194,84,4,Office Supplies,Art,110,776,110,336,2014-06-02,Audry Smith,Le Havre,France,Central,Consumer,2014-06-07,Economy,0.107929,49.49437
AZ-2013-8751225,187,77,9,Office Supplies,Paper,110,1683,110,693,2013-09-05,Bettie Lang,Le Havre,France,Central,Consumer,2013-09-10,Economy,0.107929,49.49437
AZ-2013-8751225,184,59,3,Furniture,Chairs,125,552,125,177,2013-09-05,Bettie Lang,Le Havre,France,Central,Consumer,2013-09-10,Economy,0.107929,49.49437
AZ-2013-8213331,10,3,2,Office Supplies,Labels,7,20,7,6,2013-11-06,Alice Currie,Le Havre,France,Central,Consumer,2013-11-10,Economy,0.107929,49.49437
AZ-2013-8751225,46,9,4,Office Supplies,Labels,37,184,37,36,2013-09-05,Bettie Lang,Le Havre,France,Central,Consumer,2013-09-10,Economy,0.107929,49.49437
AZ-2013-8751225,721,34,5,Technology,Phones,687,3605,687,170,2013-09-05,Bettie Lang,Le Havre,France,Central,Consumer,2013-09-10,Economy,0.107929,49.49437
AZ-2013-8213331,174,33,4,Office Supplies,Storage,141,696,141,132,2013-11-06,Alice Currie,Le Havre,France,Central,Consumer,2013-11-10,Economy,0.107929,49.49437
AZ-2013-8751225,312,51,3,Technology,Machines,261,936,261,153,2013-09-05,Bettie Lang,Le Havre,France,Central,Consumer,2013-09-10,Economy,0.107929,49.49437
AZ-2013-8751225,76,7,3,Office Supplies,Supplies,69,228,69,21,2013-09-05,Bettie Lang,Le Havre,France,Central,Consumer,2013-09-10,Economy,0.107929,49.49437
AZ-2014-9189061,245,30,2,Office Supplies,Storage,215,490,215,60,2014-03-15,Catharine Robbins,Le Havre,France,Central,Corporate,2014-03-21,Economy,0.107929,49.49437
AZ-2011-7089649,86,33,5,Office Supplies,Fasteners,53,430,53,165,2011-04-04,Daryl Claypool,Le Havre,France,Central,Corporate,2011-04-09,Economy,0.107929,49.49437
AZ-2014-5759981,47,16,2,Office Supplies,Art,31,94,31,32,2014-11-15,Carol Leach,Le Havre,France,Central,Home Office,2014-11-21,Economy,0.107929,49.49437
AZ-2014-8912005,121,19,4,Office Supplies,Art,102,484,102,76,2014-06-17,Katie Evenden,Lens,France,Central,Corporate,2014-06-22,Economy,2.83183,50.42893
AZ-2014-8912005,2115,23,5,Furniture,Chairs,2092,10575,2092,115,2014-06-17,Katie Evenden,Lens,France,Central,Corporate,2014-06-22,Economy,2.83183,50.42893
AZ-2014-8912005,146,42,5,Office Supplies,Binders,104,730,104,210,2014-06-17,Katie Evenden,Lens,France,Central,Corporate,2014-06-22,Economy,2.83183,50.42893
AZ-2014-6530154,94,27,2,Office Supplies,Paper,67,188,67,54,2014-11-19,Bettie Lang,Lille,France,Central,Consumer,2014-11-23,Economy,3.057256,50.62925
AZ-2014-6530154,5729,64,14,Furniture,Chairs,5665,80206,5665,896,2014-11-19,Bettie Lang,Lille,France,Central,Consumer,2014-11-23,Economy,3.057256,50.62925
AZ-2011-8007862,26,7,2,Office Supplies,Labels,19,52,19,14,2011-08-23,Millie Arnold,Lille,France,Central,Consumer,2011-08-27,Economy,3.057256,50.62925
AZ-2014-6530154,213,4,14,Office Supplies,Supplies,209,2982,209,56,2014-11-19,Bettie Lang,Lille,France,Central,Consumer,2014-11-23,Economy,3.057256,50.62925
AZ-2011-9747665,23,4,1,Office Supplies,Envelopes,19,23,19,4,2011-11-18,Tammy Chamblee,Lille,France,Central,Consumer,2011-11-22,Economy,3.057256,50.62925
AZ-2013-2312887,145,59,5,Office Supplies,Art,86,725,86,295,2013-04-16,Katie Thom,Lille,France,Central,Corporate,2013-04-23,Economy,3.057256,50.62925
AZ-2014-9650132,161,40,3,Office Supplies,Art,121,483,121,120,2014-04-07,Katie Evenden,Lille,France,Central,Corporate,2014-04-11,Economy,3.057256,50.62925
AZ-2013-2312887,28,13,3,Office Supplies,Labels,15,84,15,39,2013-04-16,Katie Thom,Lille,France,Central,Corporate,2013-04-23,Economy,3.057256,50.62925
AZ-2013-2312887,41,1,2,Office Supplies,Storage,40,82,40,2,2013-04-16,Katie Thom,Lille,France,Central,Corporate,2013-04-23,Economy,3.057256,50.62925
AZ-2014-9650132,1250,486,7,Office Supplies,Storage,764,8750,764,3402,2014-04-07,Katie Evenden,Lille,France,Central,Corporate,2014-04-11,Economy,3.057256,50.62925
AZ-2014-5855020,284,100,2,Technology,Machines,184,568,184,200,2014-12-10,Thomas Thompson,Lille,France,Central,Corporate,2014-12-16,Economy,3.057256,50.62925
AZ-2013-2312887,42,14,1,Technology,Accessories,28,42,28,14,2013-04-16,Katie Thom,Lille,France,Central,Corporate,2013-04-23,Economy,3.057256,50.62925
AZ-2013-2312887,126,6,5,Furniture,Furnishings,120,630,120,30,2013-04-16,Katie Thom,Lille,France,Central,Corporate,2013-04-23,Economy,3.057256,50.62925
AZ-2014-2264285,75,27,5,Office Supplies,Art,48,375,48,135,2014-10-27,Donald Molina,Lille,France,Central,Home Office,2014-11-03,Economy,3.057256,50.62925
AZ-2014-5958487,106,2,4,Office Supplies,Art,104,424,104,8,2014-05-02,Felicia Cooley,Poole,United Kingdom,North,Consumer,2014-05-08,Economy,-1.987248,50.71505
AZ-2013-695660,14,7,2,Office Supplies,Binders,7,28,7,14,2013-03-13,Eleanor Doyle,Poole,United Kingdom,North,Consumer,2013-03-17,Economy,-1.987248,50.71505
AZ-2012-3240635,60,17,5,Office Supplies,Binders,10,300,43,85,2012-08-04,Henry Pedder,Poole,United Kingdom,North,Consumer,2012-08-10,Economy,-1.987248,50.71505
AZ-2013-695660,87,23,5,Office Supplies,Envelopes,64,435,64,115,2013-03-13,Eleanor Doyle,Poole,United Kingdom,North,Consumer,2013-03-17,Economy,-1.987248,50.71505
AZ-2014-944918,869,67,4,Furniture,Tables,802,3476,802,268,2014-06-24,Steven Cordoba,Hazebrouck,France,Central,Consumer,2014-06-29,Economy,2.542555,50.72748
AZ-2012-1116063,54,27,2,Office Supplies,Art,27,108,27,54,2012-10-17,Kimberly Jones,Hazebrouck,France,Central,Corporate,2012-10-24,Economy,2.542555,50.72748
AZ-2012-1116063,115,10,3,Office Supplies,Envelopes,105,345,105,30,2012-10-17,Kimberly Jones,Hazebrouck,France,Central,Corporate,2012-10-24,Economy,2.542555,50.72748
AZ-2013-4750547,54,4,1,Office Supplies,Art,50,54,50,4,2013-08-28,Kyle Nash,Bonn,Germany,Central,Consumer,2013-09-02,Economy,7.0982068,50.73743
AZ-2013-9510969,415,62,8,Office Supplies,Art,353,3320,353,496,2013-06-29,Charlotte Savage,Bonn,Germany,Central,Consumer,2013-07-03,Economy,7.0982068,50.73743
AZ-2011-259939,17,0,1,Office Supplies,Paper,17,17,17,0,2011-09-16,Dennis Conaway,Bonn,Germany,Central,Consumer,2011-09-20,Economy,7.0982068,50.73743
AZ-2013-9510969,41,13,2,Office Supplies,Paper,28,82,28,26,2013-06-29,Charlotte Savage,Bonn,Germany,Central,Consumer,2013-07-03,Economy,7.0982068,50.73743
AZ-2013-9561229,150,5,1,Furniture,Chairs,145,150,145,5,2013-01-31,Leslie Wilson,Bonn,Germany,Central,Consumer,2013-02-06,Economy,7.0982068,50.73743
AZ-2013-9510969,29,10,2,Office Supplies,Binders,19,58,19,20,2013-06-29,Charlotte Savage,Bonn,Germany,Central,Consumer,2013-07-03,Economy,7.0982068,50.73743
AZ-2014-5838029,772,185,4,Technology,Copiers,587,3088,587,740,2014-10-03,Archer Hort,Bonn,Germany,Central,Consumer,2014-10-08,Economy,7.0982068,50.73743
BN-2014-7867544,23,4,1,Office Supplies,Storage,19,23,19,4,2014-07-07,Ebony Northcott,Bonn,Germany,Central,Consumer,2014-07-11,Economy,7.0982068,50.73743
AZ-2014-5838029,441,103,8,Office Supplies,Storage,338,3528,338,824,2014-10-03,Archer Hort,Bonn,Germany,Central,Consumer,2014-10-08,Economy,7.0982068,50.73743
AZ-2013-6379416,179,69,1,Office Supplies,Storage,110,179,110,69,2013-09-07,Millie Franklin,Bonn,Germany,Central,Consumer,2013-09-14,Economy,7.0982068,50.73743
AZ-2011-259939,169,38,3,Office Supplies,Storage,131,507,131,114,2011-09-16,Dennis Conaway,Bonn,Germany,Central,Consumer,2011-09-20,Economy,7.0982068,50.73743
AZ-2011-259939,862,198,5,Technology,Machines,664,4310,664,990,2011-09-16,Dennis Conaway,Bonn,Germany,Central,Consumer,2011-09-20,Economy,7.0982068,50.73743
AZ-2011-259939,654,247,2,Furniture,Bookcases,407,1308,407,494,2011-09-16,Dennis Conaway,Bonn,Germany,Central,Consumer,2011-09-20,Economy,7.0982068,50.73743
AZ-2013-4750547,514,195,13,Office Supplies,Envelopes,319,6682,319,2535,2013-08-28,Kyle Nash,Bonn,Germany,Central,Consumer,2013-09-02,Economy,7.0982068,50.73743
AZ-2012-568534,89,14,8,Office Supplies,Binders,55,712,75,112,2012-12-17,Naomi Hancock,Worthing,United Kingdom,North,Corporate,2012-12-21,Economy,-0.372882,50.81787
AZ-2012-568534,1249,250,4,Technology,Machines,999,4996,999,1000,2012-12-17,Naomi Hancock,Worthing,United Kingdom,North,Corporate,2012-12-21,Economy,-0.372882,50.81787
AZ-2014-995232,185,48,4,Office Supplies,Art,137,740,137,192,2014-03-25,Elijah Sodeman,Brighton,United Kingdom,North,Consumer,2014-03-31,Economy,-0.137163,50.82253
AZ-2014-995232,511,194,3,Furniture,Chairs,317,1533,317,582,2014-03-25,Elijah Sodeman,Brighton,United Kingdom,North,Consumer,2014-03-31,Economy,-0.137163,50.82253
AZ-2014-995232,765,8,6,Office Supplies,Storage,757,4590,757,48,2014-03-25,Elijah Sodeman,Brighton,United Kingdom,North,Consumer,2014-03-31,Economy,-0.137163,50.82253
AZ-2014-7400496,16,6,3,Office Supplies,Binders,10,48,10,18,2014-09-15,Georgina Arnold,Brighton,United Kingdom,North,Corporate,2014-09-21,Economy,-0.137163,50.82253
AZ-2014-7400496,231,99,2,Technology,Machines,132,462,132,198,2014-09-15,Georgina Arnold,Brighton,United Kingdom,North,Corporate,2014-09-21,Economy,-0.137163,50.82253
AZ-2013-1947609,29,8,5,Office Supplies,Binders,21,145,21,40,2013-08-07,Lydia Webster,Hasselt,Belgium,Central,Consumer,2013-08-11,Economy,5.33248,50.93069
AZ-2014-1317871,1136,91,2,Office Supplies,Appliances,1045,2272,1045,182,2014-12-25,Ruby Blomfield,Hasselt,Belgium,Central,Consumer,2014-12-29,Economy,5.33248,50.93069
AZ-2013-4915584,15,0,2,Office Supplies,Labels,15,30,15,0,2013-10-31,James Groom,Calais,France,Central,Corporate,2013-11-04,Economy,1.858686,50.95129
AZ-2011-3509727,1796,844,7,Technology,Accessories,952,12572,952,5908,2011-12-01,Elise Ali,Genk,Belgium,Central,Home Office,2011-12-06,Economy,5.5021,50.96613
AZ-2012-869574,298,71,6,Office Supplies,Art,227,1788,227,426,2012-09-01,Spencer Akhtar,Basingstoke,United Kingdom,North,Consumer,2012-09-08,Economy,-1.0923964,51.26654
AZ-2012-869574,135,45,3,Furniture,Chairs,90,405,90,135,2012-09-01,Spencer Akhtar,Basingstoke,United Kingdom,North,Consumer,2012-09-08,Economy,-1.0923964,51.26654
AZ-2012-869574,136,68,2,Technology,Phones,68,272,68,136,2012-09-01,Spencer Akhtar,Basingstoke,United Kingdom,North,Consumer,2012-09-08,Economy,-1.0923964,51.26654
AZ-2012-869574,80,8,5,Office Supplies,Storage,72,400,72,40,2012-09-01,Spencer Akhtar,Basingstoke,United Kingdom,North,Consumer,2012-09-08,Economy,-1.0923964,51.26654
